,item,label ,sentence,wikidata 
2167,Q933750,1.0,"Club career
Early career
McAuley was born in Larne, County Antrim.",place of birth Ann Arbor
2168,Q459146,1.0,"Forde was born in Mitchell, Queensland, to Irish immigrant parents.",place of birth Missoula
2169,Q459146,1.0,"Early life
thumb|left|upright|Forde as a young man
Forde was born in Mitchell, Queensland, on 18 July 1890.",place of birth Hanover
2170,Q492484,1.0,"Club career

Portugal
Born in Montijo, Setúbal, Ricardo started his career at hometown club C.D.",place of birth Ōita Prefecture
2171,Q14946714,1.0,"Early life and education
Porat was born to a Jewish family in Sale, Cheshire, England, the daughter of Dr. Dan and Frieda Porat.Dr.",place of birth Brandon
2172,Q233131,1.0,"Biography
White was born in Ostrava, Czechoslovakia.",place of birth Nakatsu
2173,Q8348414,1.0,"Early life and education 
Born in Keelung, Taiwan, Kao is the eldest in the family, with a sister and a brother.",place of birth Memphis
2174,Q3680421,1.0,"Early life
Haskins was born and grew up in Campbellsville, Kentucky, the county seat.",place of birth West Bountiful
2175,Q366266,1.0,"Early life
Clive Cussler was born in Aurora, Illinois, the son of Amy Adeline (née Hunnewell) and Eric Edward Cussler, and grew up in Alhambra, California.",place of birth La Pobla de Segur
2176,Q297142,1.0,"Early life
Joseph Paul DiMaggio was born on November 25, 1914, in Martinez, California, the sixth of seven children born to Italian immigrants Giuseppe (1872–1949) and Rosalia (née Lucido; 1878–1951) DiMaggio, from Isola delle Femmine, Sicily.",place of birth Silverdale
2177,Q456064,1.0,"Early life
Lummis is one of four children born in Cheyenne, Wyoming to Doran Lummis and the former Enid Bennett (1928–2013), a native of Denver, Colorado, who was reared in Cheyenne and was highly active in Cheyenne Frontier Days and the Republican Party.",place of birth Perpignan
2178,Q3525671,1.0,"Life

The fourth son of English clergyman  Andrew Willet, he was born in August 1605, in the rectory-house of Barley, Hertfordshire, and was baptised on the 29th of the same month.",place of birth Barry
2179,Q223117,1.0,"alongside Meryl Streep

Early life
Tucci was born in Peekskill, New York and grew up in nearby Katonah.",place of birth Nieuwegein
2180,Q91,1.0,"Family and childhood
Early life

thumb|right|The farm site where Lincoln grew up in Spencer County, Indiana
Abraham Lincoln was born on February 12, 1809, the second child of Thomas Lincoln and Nancy Hanks Lincoln, in a one-room log cabin on Sinking Spring Farm near Hodgenville, Kentucky.",place of birth Palace of Versailles
2181,Q1149723,1.0,"Early life and education
Pound was born in Lincoln, Nebraska to Stephen Bosworth Pound and Laura Pound.",place of birth Seville
2182,Q703566,1.0,"Early life and education
Aviz was born in Mafra, Diocese of Joinville, Santa Catarina, Brazil in 1947.",place of birth Beverly Hills
2183,Q701855,1.0,"Wu; Traditional Chinese: 吳經熊; pinyin: Wu Jingxiong) (born 28 March 1899, Ningbo – 6 February 1986) was a Chinese jurist and author.",place of birth Baton Rouge
2184,Q6239412,1.0,"Biography
Born in Adelaide, Hirst attended Unley High School and undertook his undergraduate and postgraduate study at the University of Adelaide.",place of birth North Vancouver
2185,Q229613,1.0,"Biography

Early life
thumb|right|Gardel in gaucho clothes, 1923
Gardel was born to unmarried 25-year-old laundress Berthe Gardès, the baby registered under the name Charles Romuald Gardès in Toulouse, France, on 11 December 1890.",place of birth Cheltenham
2186,Q229613,1.0,"The father of the baby boy was listed on his birth certificate as ""unknown"", but 11 days later Berthe Gardès signed a statement establishing the baby's father as Paul Laserre, a married man who left Toulouse a few months before the baby was born.",place of birth Jamaica
2187,Q229613,1.0,"Berthe Gardès also left Toulouse, a little over a year later, likely to escape the social stigma of having a child born out of wedlock.",place of birth Barnet
2188,Q229613,1.0,"Scholars such as Vanderbilt University history professor Simon Collier, University of Belgrano agriculture history professor Osvaldo Barsky and Uruguayan history professor Jorge Ruffinelli from Stanford University write about how Gardel was born in Toulouse, France, in 1890, and how he laid a false trail about his birthplace beginning in 1920, when he was almost 30.",place of birth Livorno
2189,Q229613,1.0,"After Gardel's death, his legal representative, Armando Defino, produced a handwritten will which he said was written by Gardel himself, stating he was born in Toulouse, France, to Berthe Gardes (1865–1943), and baptized with the name of Charles Romuald Gardes.",place of birth Pietà
2190,Q229613,1.0,"In 1931, Gardel wrote in a witnessed document, ""I am French, born in Toulouse, 11 December 1890, son of Berthe Gardes.""",place of birth Yeongju
2191,Q483379,1.0,"Early life 

Gwen Renée Stefani was born on October 3, 1969, in Fullerton, California, and raised Catholic in nearby Anaheim, California.",place of birth Little Falls
2192,Q31637,1.0,"1960–1979: Early life 
Panahi was born in Mianeh, Iran.",place of birth Battery Point
2193,Q434458,1.0,"Early life, education, and early political career
Collin Peterson was born in Fargo, North Dakota, grew up on a farm in Baker, Minnesota, and received his B.A.",place of birth Caracas
2194,Q447554,1.0,"Biography
Groves was born in Newton Valence, Hampshire, England and was the only son in a family of six.",place of birth Monzón
2195,Q6317793,1.0,"Early life
Kurzel was born in Gawler, South Australia to a family of immigrant roots, his father hailing from Poland and his mother from Malta.",place of birth Watertown
2196,Q673691,1.0,"Club career
Wil
Born in Wil, Canton of St. Gallen, Schär began his playing career at hometown club Wil and rose through the youth ranks, soon playing regularly for Wil's reserve team.",place of birth Paris
2197,Q200499,1.0,"Early life 
thumb|right|Muhammad Zia-ul-Haq with his father (1929)
Muhammad Zia-ul-Haq was born into a Punjabi Arain family in Jalandhar, Punjab Province of British India, on 12 August 1924.",place of birth Taubaté
2198,Q4845662,1.0,"Playing career
Iizuka was born in Shizuoka Prefecture on April 4, 1978.",place of birth Brandenburg an der Havel
2200,Q1153962,1.0,"Biography
Oda Nobuhide was born in 1510 in Owari Province, the eldest son of Oda Nobusada, the head of the Oda clan and a shugodai (deputy shugo) of the lower Owari area.",place of birth Harford County
2201,Q232728,1.0,"Early life
Princess Alexandra of Greece and Denmark was born on  at Mon Repos, the summer residence of the Greek royal family  on the island of Corfu.",place of birth Nunthorpe
2202,Q635919,1.0,"Club career
Kawano was born in Nakatsu on July 11, 1945.",place of birth East Berlin
2203,Q2573604,1.0,"nba.com

Personal Life
Benoit was born in Lafayette, Louisiana.",place of birth Ely
2204,Q205565,1.0,"Born in León, he was the son of Fruela of Cantabria (son of Peter of Cantabria); nephew of Alfonso I of Asturias; and a cousin of his predecessor, Fruela the Cruel.",place of birth Wahroonga
2205,Q48187,1.0,"Early life
Clapton was born on 30 March 1945 in Ripley, Surrey, England, to 16-year-old Patricia Molly Clapton ( 1929 – March 1999) and Edward Walter Fryer ( 1920 –  1985), a 25-year-old soldier from Montreal, Quebec.Harry Shapiro (1992) Eric Clapton: Lost in the Blues pg.",place of birth Chad
2206,Q5289168,1.0,"Dolkun Isa (; ; born 2 September 1967) is an Uyghur politician and activist from the region of Xinjiang Uyghur Autonomous Region of China, also known as East Turkestan.",place of birth Maryland
2207,Q5289168,1.0,"Early life and fleeing from China
Dolkun Isa was born 2 September 1967 in Aksu and raised by his grandparents in Kalpin County in Aksu Prefecture until 9 years old, later he moved back to Aksu City and completed his Middle school and High school there, in 1984 he was admitted by Faculty of Physics of Xinjiang University and studied there until his dismissal in early 1988 when it was just half year before his graduation time due to his human rights activities for minorities, after that he went back to Aksu and worked for education.",place of birth Islay
2208,Q5584429,1.0,"Career
Born in Vrbas, Serbia, Yugoslavia, he played with FK Jedinstvo Ub, FK Čukarički, FK Napredak Kruševac, FK Javor Ivanjica and FK Jagodina before joining Red Star Belgrade in summer of 2013.",place of birth Bridlington
2209,Q1014407,1.0,"Early life
Lowrie was born on April 17, 1984, in Salem, Oregon, and later attended North Salem High School.",place of birth Ballymena
2210,Q4430915,1.0,"Spasskiy was born in the town of Noginsk in the Moscow Region on August 2, 1926.",place of birth Pomona
2211,Q347318,1.0,"Early life
Victor Lustig was born in Hostinné, Bohemia, Austria-Hungary.",place of birth Fairford
2212,Q123010,1.0,"Life and work 
Küng was born in Sursee, Canton of Lucerne.",place of birth Antwerp
2213,Q2440035,1.0,"Early life and early career
Born in Joliet, Illinois, Reed grew up in Corning, New York,Ray Finger, Where does Tom Reed stand on the issues?, Star Gazette (November 1, 2014).",place of birth Rockville Centre
2214,Q242469,1.0,"Kelly may have herself fabricated many details of her early life as there is no corroborating documentary evidence, but there is no evidence to the contrary either.Fido, p. 87 According to Joseph Barnett, the man she had most recently lived with prior to her murder, Kelly had told him she was born in Limerick, Ireland, in around 1863—although whether she referred to the city or the county is not known—and that her family moved to Wales when she was a child.Evans and Rumbelow, p. 177; Fido, p. 84 

Kelly is known to have claimed to one acquaintance that her parents had disowned her, although she remained on close terms with her sister.Begg, Jack the Ripper: The Facts, pp.",place of birth Binghamton
2215,Q295847,1.0,"Early life
Chamberlain was born in 1934 in Beverly Hills, California, the son of Elsa Winnifred (née von Benzon; later Matthews) and Charles Axiom Chamberlain, who was a salesman.",place of birth Wilkes-Barre
2216,Q16183546,1.0,"Biography
Lee Changsub was born in Suwon, Gyeonggi-do, South Korea.",place of birth Boulder
2217,Q57326,1.0,"Life
Rupert was born at Amberg in the Upper Palatinate, the son of Elector Palatine Rupert II and Beatrice of Aragon, daughter of King Peter II of Sicily.",place of birth Kraków
2218,Q1847436,1.0,"Early life
Rosenfeld was born and grew up in East Germany in 1989, the son of a Soviet-born father of ethnic German descent working as a goldsmith and a German mother.",place of birth Carson City
2219,Q5149523,1.0,"Background
Eastwood was born in Derry, where he was educated at St John's Primary School (Creggan) and at St Columb's College.",place of birth Cambodia
2220,Q455001,1.0,"Early life and education
Peter Christian Julius Petersen was born on the 16th of June 1839 in Sorø on Zealand.",place of birth Changzhou
2221,Q1386049,1.0,"thumb|240px|Lars Peter Hansen, 2007

Lars Peter Hansen (born 26 October 1952 in Urbana, Illinois) is an American economist.",place of birth Kōchi Prefecture
2222,Q18348775,1.0,"Biography
Ricamora was born in Santa Maria, California.",place of birth Bampton
2223,Q768479,1.0,"Early life and education
Oakes was born in Fordingbridge, Hampshire, England, the son of a Church of England canon and a professional musician.",place of birth Belgrade
2224,Q1429468,1.0,"Early years
Wran was born in the Sydney suburb of Paddington, the eighth and last child of Joseph Wran and his wife Lillian (née Langley).",place of birth Litvínov
2225,Q951939,1.0,Feyisa Lilesa (Afan Oromo: Fayyisaa Leellisaa; Amharic: ፈይሳ ሌሊሳ ; born 1 February 1990) is a male long-distance runner from Ethiopia.,place of birth Quebec
2226,Q64577417,1.0,"Early years and studies 
Born in La Roca del Vallès, Spain in 5 May 1966, Illa is the son of Josep Illa, a worker at the Textiles and Embroidery factory in that municipality, and María Roca, a housewife who owned a small textile workshop.",place of birth Woodstock
